 initial abundance for selected isotopes
  889   0.00000E+00  CU 90
  890   0.00000E+00  CU 91
  891   0.00000E+00  CU 92
  892   0.00000E+00  CU 93
  893   0.00000E+00  CU 94
  894   0.00000E+00  CU 95
  895   0.00000E+00  CU 96
  896   0.00000E+00  CU 97
  897   0.00000E+00  CU 98
  898   0.00000E+00  CU 99
  899   0.00000E+00  CU100
  900   0.00000E+00  CU101
  901   0.00000E+00  CU102
  902   0.00000E+00  ZN 51
  903   0.00000E+00  ZN 52
  904   0.00000E+00  ZN 53
  905   0.00000E+00  ZN 54
  906   0.00000E+00  ZN 55
  907   0.00000E+00  ZN 56
  908   0.00000E+00  ZN 57
  909   0.00000E+00  ZN 58
  910   0.00000E+00  ZN 59
  911   0.00000E+00  ZN 60
  912   0.00000E+00  ZN 61
  913   0.00000E+00  ZN 62
  914   0.00000E+00  ZN 63
  915   1.13075E-06  ZN 64
  916   0.00000E+00  ZN 65
  917   6.69008E-07  ZN 66
  918   9.98025E-08  ZN 67
  919   4.63226E-07  ZN 68
  920   0.00000E+00  ZN 69
  921   1.57679E-08  ZN 70
  922   0.00000E+00  ZN 71
  923   0.00000E+00  ZN 72
  924   0.00000E+00  ZN 73
  925   0.00000E+00  ZN 74
  926   0.00000E+00  ZN 75
  927   0.00000E+00  ZN 76
  928   0.00000E+00  ZN 77
  929   0.00000E+00  ZN 78
  930   0.00000E+00  ZN 79
  931   0.00000E+00  ZN 80
  932   0.00000E+00  ZN 81
  933   0.00000E+00  ZN 82
  934   0.00000E+00  ZN 83
  935   0.00000E+00  ZN 84
  936   0.00000E+00  ZN 85
  937   0.00000E+00  ZN 86
  938   0.00000E+00  ZN 87
  939   0.00000E+00  ZN 88
  940   0.00000E+00  ZN 89
  941   0.00000E+00  ZN 90
  942   0.00000E+00  ZN 91
  943   0.00000E+00  ZN 92
  944   0.00000E+00  ZN 93
  945   0.00000E+00  ZN 94
  946   0.00000E+00  ZN 95
  947   0.00000E+00  ZN 96
  948   0.00000E+00  ZN 97
  949   0.00000E+00  ZN 98
  950   0.00000E+00  ZN 99
  951   0.00000E+00  ZN100
  952   0.00000E+00  ZN101
  953   0.00000E+00  ZN102
  954   0.00000E+00  ZN103
  955   0.00000E+00  ZN104
  956   0.00000E+00  ZN105
  957   0.00000E+00  GA 53
  958   0.00000E+00  GA 54
  959   0.00000E+00  GA 55
  960   0.00000E+00  GA 56
  961   0.00000E+00  GA 57
  962   0.00000E+00  GA 58
  963   0.00000E+00  GA 59
  964   0.00000E+00  GA 60
  965   0.00000E+00  GA 61
  966   0.00000E+00  GA 62
  967   0.00000E+00  GA 63
  968   0.00000E+00  GA 64
  969   0.00000E+00  GA 65
  970   0.00000E+00  GA 66
  971   0.00000E+00  GA 67
  972   0.00000E+00  GA 68
  973   4.55055E-08  GA 69
  974   0.00000E+00  GA 70
  975   3.10762E-08  GA 71
  976   0.00000E+00  GA 72
  977   0.00000E+00  GA 73
  978   0.00000E+00  GA 74
  979   0.00000E+00  GA 75
  980   0.00000E+00  GA 76
  981   0.00000E+00  GA 77
  982   0.00000E+00  GA 78
  983   0.00000E+00  GA 79
  984   0.00000E+00  GA 80
  985   0.00000E+00  GA 81
  986   0.00000E+00  GA 82
  987   0.00000E+00  GA 83
  988   0.00000E+00  GA 84
  989   0.00000E+00  GA 85
  990   0.00000E+00  GA 86
  991   0.00000E+00  GA 87
  992   0.00000E+00  GA 88
  993   0.00000E+00  GA 89
  994   0.00000E+00  GA 90
  995   0.00000E+00  GA 91
  996   0.00000E+00  GA 92
  997   0.00000E+00  GA 93
  998   0.00000E+00  GA 94
  999   0.00000E+00  GA 95
 1000   0.00000E+00  GA 96
 1001   0.00000E+00  GA 97
 1002   0.00000E+00  GA 98
 1003   0.00000E+00  GA 99
 1004   0.00000E+00  GA100
 1005   0.00000E+00  GA101
 1006   0.00000E+00  GA102
 1007   0.00000E+00  GA103
 1008   0.00000E+00  GA104
 1009   0.00000E+00  GA105
 1010   0.00000E+00  GA106
 1011   0.00000E+00  GA107
 1012   0.00000E+00  GA108
 1013   0.00000E+00  GE 55
 1014   0.00000E+00  GE 56
 1015   0.00000E+00  GE 57
 1016   0.00000E+00  GE 58
 1017   0.00000E+00  GE 59
 1018   0.00000E+00  GE 60
 1019   0.00000E+00  GE 61
 1020   0.00000E+00  GE 62
 1021   0.00000E+00  GE 63
 1022   0.00000E+00  GE 64
 1023   0.00000E+00  GE 65
 1024   0.00000E+00  GE 66
 1025   0.00000E+00  GE 67
 1026   0.00000E+00  GE 68
 1027   0.00000E+00  GE 69
 1028   5.15719E-08  GE 70
 1029   0.00000E+00  GE 71
 1030   6.91033E-08  GE 72
 1031   1.95458E-08  GE 73
 1032   9.22845E-08  GE 74
 1033   0.00000E+00  GE 75
 1034   1.96292E-08  GE 76
 1035   0.00000E+00  GE 77
 1036   0.00000E+00  GE 78
 1037   0.00000E+00  GE 79
 1038   0.00000E+00  GE 80
 1039   0.00000E+00  GE 81
 1040   0.00000E+00  GE 82
 1041   0.00000E+00  GE 83
 1042   0.00000E+00  GE 84
 1043   0.00000E+00  GE 85
 1044   0.00000E+00  GE 86
 1045   0.00000E+00  GE 87
 1046   0.00000E+00  GE 88
 1047   0.00000E+00  GE 89
 1048   0.00000E+00  GE 90
 1049   0.00000E+00  GE 91
 1050   0.00000E+00  GE 92
 1051   0.00000E+00  GE 93
 1052   0.00000E+00  GE 94
 1053   0.00000E+00  GE 95
 1054   0.00000E+00  GE 96
 1055   0.00000E+00  GE 97
 1056   0.00000E+00  GE 98
 1057   0.00000E+00  GE 99
 1058   0.00000E+00  GE100
 1059   0.00000E+00  GE101
 1060   0.00000E+00  GE102
 1061   0.00000E+00  GE103
 1062   0.00000E+00  GE104
 1063   0.00000E+00  GE105
 1064   0.00000E+00  GE106
 1065   0.00000E+00  GE107
 1066   0.00000E+00  GE108
 1067   0.00000E+00  GE109
 1068   0.00000E+00  GE110
 1069   0.00000E+00  GE111
 1070   0.00000E+00  GE112
 1071   0.00000E+00  AS 57
 1072   0.00000E+00  AS 58
 1073   0.00000E+00  AS 59
 1074   0.00000E+00  AS 60
 1075   0.00000E+00  AS 61
 1076   0.00000E+00  AS 62
 1077   0.00000E+00  AS 63
 1078   0.00000E+00  AS 64
 1079   0.00000E+00  AS 65
 1080   0.00000E+00  AS 66
 1081   0.00000E+00  AS 67
 1082   0.00000E+00  AS 68
 1083   0.00000E+00  AS 69
 1084   0.00000E+00  AS 70
 1085   0.00000E+00  AS 71
 1086   0.00000E+00  AS 72
 1087   0.00000E+00  AS 73
 1088   0.00000E+00  AS 74
 1089   1.43003E-08  AS 75
 1090   0.00000E+00  AS 76
 1091   0.00000E+00  AS 77
 1092   0.00000E+00  AS 78
 1093   0.00000E+00  AS 79
 1094   0.00000E+00  AS 80
 1095   0.00000E+00  AS 81
 1096   0.00000E+00  AS 82
 1097   0.00000E+00  AS 83
 1098   0.00000E+00  AS 84
 1099   0.00000E+00  AS 85
 1100   0.00000E+00  AS 86
 1101   0.00000E+00  AS 87
 1102   0.00000E+00  AS 88
 1103   0.00000E+00  AS 89
 1104   0.00000E+00  AS 90
 1105   0.00000E+00  AS 91
 1106   0.00000E+00  AS 92
 1107   0.00000E+00  AS 93
 1108   0.00000E+00  AS 94
 1109   0.00000E+00  AS 95
 1110   0.00000E+00  AS 96
 1111   0.00000E+00  AS 97
 1112   0.00000E+00  AS 98
 1113   0.00000E+00  AS 99
 1114   0.00000E+00  AS100
 1115   0.00000E+00  AS101
 1116   0.00000E+00  AS102
 1117   0.00000E+00  AS103
 1118   0.00000E+00  AS104
 1119   0.00000E+00  AS105
 1120   0.00000E+00  AS106
 1121   0.00000E+00  AS107
 1122   0.00000E+00  AS108
 1123   0.00000E+00  AS109
 1124   0.00000E+00  AS110
 1125   0.00000E+00  AS111
 1126   0.00000E+00  AS112
 1127   0.00000E+00  AS113
 1128   0.00000E+00  AS114
 1129   0.00000E+00  AS115
 1130   0.00000E+00  SE 59
 1131   0.00000E+00  SE 60
 1132   0.00000E+00  SE 61
 1133   0.00000E+00  SE 62
 1134   0.00000E+00  SE 63
 1135   0.00000E+00  SE 64
 1136   0.00000E+00  SE 65
 1137   0.00000E+00  SE 66
 1138   0.00000E+00  SE 67
 1139   0.00000E+00  SE 68
 1140   0.00000E+00  SE 69
 1141   0.00000E+00  SE 70
 1142   0.00000E+00  SE 71
 1143   0.00000E+00  SE 72
 1144   0.00000E+00  SE 73
 1145   1.19789E-09  SE 74
 1146   0.00000E+00  SE 75
 1147   1.29614E-08  SE 76
 1148   1.07049E-08  SE 77
 1149   3.37632E-08  SE 78
 1150   0.00000E+00  SE 79
 1151   7.22630E-08  SE 80
 1152   0.00000E+00  SE 81
 1153   1.30365E-08  SE 82
 1154   0.00000E+00  SE 83
 1155   0.00000E+00  SE 84
 1156   0.00000E+00  SE 85
 1157   0.00000E+00  SE 86
 1158   0.00000E+00  SE 87
 1159   0.00000E+00  SE 88
 1160   0.00000E+00  SE 89
 1161   0.00000E+00  SE 90
 1162   0.00000E+00  SE 91
 1163   0.00000E+00  SE 92
 1164   0.00000E+00  SE 93
 1165   0.00000E+00  SE 94
 1166   0.00000E+00  SE 95
 1167   0.00000E+00  SE 96
 1168   0.00000E+00  SE 97
 1169   0.00000E+00  SE 98
 1170   0.00000E+00  SE 99
 1171   0.00000E+00  SE100
 1172   0.00000E+00  SE101
 1173   0.00000E+00  SE102
 1174   0.00000E+00  SE103
 1175   0.00000E+00  SE104
 1176   0.00000E+00  SE105
 1177   0.00000E+00  SE106
 1178   0.00000E+00  SE107
 1179   0.00000E+00  SE108
 1180   0.00000E+00  SE109
 1181   0.00000E+00  SE110
 1182   0.00000E+00  SE111
 1183   0.00000E+00  SE112
 1184   0.00000E+00  SE113
 1185   0.00000E+00  SE114
 1186   0.00000E+00  SE115
 1187   0.00000E+00  SE116
 1188   0.00000E+00  SE117
 1189   0.00000E+00  SE118
 1190   0.00000E+00  BR 61
 1191   0.00000E+00  BR 62
 1192   0.00000E+00  BR 63
 1193   0.00000E+00  BR 64
 1194   0.00000E+00  BR 65
 1195   0.00000E+00  BR 66
 1196   0.00000E+00  BR 67
 1197   0.00000E+00  BR 68
 1198   0.00000E+00  BR 69
 1199   0.00000E+00  BR 70
 1200   0.00000E+00  BR 71
 1201   0.00000E+00  BR 72
 1202   0.00000E+00  BR 73
 1203   0.00000E+00  BR 74
 1204   0.00000E+00  BR 75
 1205   0.00000E+00  BR 76
 1206   0.00000E+00  BR 77
 1207   0.00000E+00  BR 78
 1208   1.38931E-08  BR 79
 1209   0.00000E+00  BR 80
 1210   1.38592E-08  BR 81
 1211   0.00000E+00  BR 82
 1212   0.00000E+00  BR 83
 1213   0.00000E+00  BR 84
 1214   0.00000E+00  BR 85
 1215   0.00000E+00  BR 86
 1216   0.00000E+00  BR 87
 1217   0.00000E+00  BR 88
 1218   0.00000E+00  BR 89
 1219   0.00000E+00  BR 90
 1220   0.00000E+00  BR 91
 1221   0.00000E+00  BR 92
 1222   0.00000E+00  BR 93
 1223   0.00000E+00  BR 94
 1224   0.00000E+00  BR 95
 1225   0.00000E+00  BR 96
 1226   0.00000E+00  BR 97
 1227   0.00000E+00  BR 98
 1228   0.00000E+00  BR 99
 1229   0.00000E+00  BR100
 1230   0.00000E+00  BR101
 1231   0.00000E+00  BR102
 1232   0.00000E+00  BR103
 1233   0.00000E+00  BR104
 1234   0.00000E+00  BR105
 1235   0.00000E+00  BR106
 1236   0.00000E+00  BR107
 1237   0.00000E+00  BR108
 1238   0.00000E+00  BR109
 1239   0.00000E+00  BR110
 1240   0.00000E+00  BR111
 1241   0.00000E+00  BR112
 1242   0.00000E+00  BR113
 1243   0.00000E+00  BR114
 1244   0.00000E+00  BR115
 1245   0.00000E+00  BR116
 1246   0.00000E+00  BR117
 1247   0.00000E+00  BR118
 1248   0.00000E+00  BR119
 1249   0.00000E+00  BR120
 1250   0.00000E+00  BR121
 1251   0.00000E+00  KR 63
 1252   0.00000E+00  KR 64
 1253   0.00000E+00  KR 65
 1254   0.00000E+00  KR 66
 1255   0.00000E+00  KR 67
 1256   0.00000E+00  KR 68
 1257   0.00000E+00  KR 69
 1258   0.00000E+00  KR 70
 1259   0.00000E+00  KR 71
 1260   0.00000E+00  KR 72
 1261   0.00000E+00  KR 73
 1262   0.00000E+00  KR 74
 1263   0.00000E+00  KR 75
 1264   0.00000E+00  KR 76
 1265   0.00000E+00  KR 77
 1266   3.90019E-10  KR 78
 1267   0.00000E+00  KR 79
 1268   2.57471E-09  KR 80
 1269   0.00000E+00  KR 81
 1270   1.31954E-08  KR 82
 1271   1.32417E-08  KR 83
 1272   6.60198E-08  KR 84
 1273   0.00000E+00  KR 85
 1274   2.04438E-08  KR 86
 1275   0.00000E+00  KR 87
 1276   0.00000E+00  KR 88
 1277   0.00000E+00  KR 89
 1278   0.00000E+00  KR 90
 1279   0.00000E+00  KR 91
 1280   0.00000E+00  KR 92
 1281   0.00000E+00  KR 93
 1282   0.00000E+00  KR 94
 1283   0.00000E+00  KR 95
 1284   0.00000E+00  KR 96
 1285   0.00000E+00  KR 97
 1286   0.00000E+00  KR 98
 1287   0.00000E+00  KR 99
 1288   0.00000E+00  KR100
 1289   0.00000E+00  KR101
 1290   0.00000E+00  KR102
 1291   0.00000E+00  KR103
 1292   0.00000E+00  KR104
 1293   0.00000E+00  KR105
 1294   0.00000E+00  KR106
 1295   0.00000E+00  KR107
 1296   0.00000E+00  KR108
 1297   0.00000E+00  KR109
 1298   0.00000E+00  KR110
 1299   0.00000E+00  KR111
 1300   0.00000E+00  KR112
 1301   0.00000E+00  KR113
 1302   0.00000E+00  KR114
 1303   0.00000E+00  KR115
 1304   0.00000E+00  KR116
 1305   0.00000E+00  KR117
 1306   0.00000E+00  KR118
 1307   0.00000E+00  KR119
 1308   0.00000E+00  KR120
 1309   0.00000E+00  KR121
 1310   0.00000E+00  KR122
 1311   0.00000E+00  KR123
 1312   0.00000E+00  KR124
 1313   0.00000E+00  RB 66
 1314   0.00000E+00  RB 67
 1315   0.00000E+00  RB 68
 1316   0.00000E+00  RB 69
 1317   0.00000E+00  RB 70
 1318   0.00000E+00  RB 71
 1319   0.00000E+00  RB 72
 1320   0.00000E+00  RB 73
 1321   0.00000E+00  RB 74
 1322   0.00000E+00  RB 75
 1323   0.00000E+00  RB 76
 1324   0.00000E+00  RB 77
 1325   0.00000E+00  RB 78
 1326   0.00000E+00  RB 79
 1327   0.00000E+00  RB 80
 1328   0.00000E+00  RB 81
 1329   0.00000E+00  RB 82
 1330   0.00000E+00  RB 83
 1331   0.00000E+00  RB 84
 1332   1.28242E-08  RB 85
 1333   0.00000E+00  RB 86
 1334   5.06276E-09  RB 87
 1335   0.00000E+00  RB 88
 1336   0.00000E+00  RB 89
 1337   0.00000E+00  RB 90
 1338   0.00000E+00  RB 91
 1339   0.00000E+00  RB 92
 1340   0.00000E+00  RB 93
 1341   0.00000E+00  RB 94
 1342   0.00000E+00  RB 95
 1343   0.00000E+00  RB 96
 1344   0.00000E+00  RB 97
 1345   0.00000E+00  RB 98
 1346   0.00000E+00  RB 99
 1347   0.00000E+00  RB100
 1348   0.00000E+00  RB101
 1349   0.00000E+00  RB102
 1350   0.00000E+00  RB103
 1351   0.00000E+00  RB104
 1352   0.00000E+00  RB105
 1353   0.00000E+00  RB106
 1354   0.00000E+00  RB107
 1355   0.00000E+00  RB108
 1356   0.00000E+00  RB109
 1357   0.00000E+00  RB110
 1358   0.00000E+00  RB111
 1359   0.00000E+00  RB112
 1360   0.00000E+00  RB113
 1361   0.00000E+00  RB114
 1362   0.00000E+00  RB115
 1363   0.00000E+00  RB116
 1364   0.00000E+00  RB117
 1365   0.00000E+00  RB118
 1366   0.00000E+00  RB119
 1367   0.00000E+00  RB120
 1368   0.00000E+00  RB121
 1369   0.00000E+00  RB122
 1370   0.00000E+00  RB123
 1371   0.00000E+00  RB124
 1372   0.00000E+00  RB125
 1373   0.00000E+00  RB126
 1374   0.00000E+00  RB127
 1375   0.00000E+00  RB128
 1376   0.00000E+00  SR 68
 1377   0.00000E+00  SR 69
 1378   0.00000E+00  SR 70
 1379   0.00000E+00  SR 71
 1380   0.00000E+00  SR 72
 1381   0.00000E+00  SR 73
 1382   0.00000E+00  SR 74
 1383   0.00000E+00  SR 75
 1384   0.00000E+00  SR 76
 1385   0.00000E+00  SR 77
 1386   0.00000E+00  SR 78
 1387   0.00000E+00  SR 79
 1388   0.00000E+00  SR 80
 1389   0.00000E+00  SR 81
 1390   0.00000E+00  SR 82
 1391   0.00000E+00  SR 83
 1392   3.22800E-10  SR 84
 1393   0.00000E+00  SR 85
 1394   5.84455E-09  SR 86
 1395   4.44312E-09  SR 87
 1396   5.01080E-08  SR 88
 1397   0.00000E+00  SR 89
 1398   0.00000E+00  SR 90
 1399   0.00000E+00  SR 91
 1400   0.00000E+00  SR 92
 1401   0.00000E+00  SR 93
 1402   0.00000E+00  SR 94
 1403   0.00000E+00  SR 95
 1404   0.00000E+00  SR 96
 1405   0.00000E+00  SR 97
 1406   0.00000E+00  SR 98
 1407   0.00000E+00  SR 99
 1408   0.00000E+00  SR100
 1409   0.00000E+00  SR101
 1410   0.00000E+00  SR102
 1411   0.00000E+00  SR103
 1412   0.00000E+00  SR104
 1413   0.00000E+00  SR105
 1414   0.00000E+00  SR106
 1415   0.00000E+00  SR107
 1416   0.00000E+00  SR108
 1417   0.00000E+00  SR109
 1418   0.00000E+00  SR110
 1419   0.00000E+00  SR111
 1420   0.00000E+00  SR112
 1421   0.00000E+00  SR113
 1422   0.00000E+00  SR114
 1423   0.00000E+00  SR115
 1424   0.00000E+00  SR116
 1425   0.00000E+00  SR117
 1426   0.00000E+00  SR118
 1427   0.00000E+00  SR119
 1428   0.00000E+00  SR120
 1429   0.00000E+00  SR121
 1430   0.00000E+00  SR122
 1431   0.00000E+00  SR123
 1432   0.00000E+00  SR124
 1433   0.00000E+00  SR125
 1434   0.00000E+00  SR126
 1435   0.00000E+00  SR127
 1436   0.00000E+00  SR128
 1437   0.00000E+00  SR129
 1438   0.00000E+00  SR130
 1439   0.00000E+00  SR131
 1440   0.00000E+00  Y  70
 1441   0.00000E+00  Y  71
 1442   0.00000E+00  Y  72
 1443   0.00000E+00  Y  73
 1444   0.00000E+00  Y  74
 1445   0.00000E+00  Y  75
 1446   0.00000E+00  Y  76
 1447   0.00000E+00  Y  77
 1448   0.00000E+00  Y  78
 1449   0.00000E+00  Y  79
 1450   0.00000E+00  Y  80
 1451   0.00000E+00  Y  81
 1452   0.00000E+00  Y  82
 1453   0.00000E+00  Y  83
 1454   0.00000E+00  Y  84
 1455   0.00000E+00  Y  85
 1456   0.00000E+00  Y  86
 1457   0.00000E+00  Y  87
 1458   0.00000E+00  Y  88
 1459   1.22934E-08  Y  89
 1460   0.00000E+00  Y  90
 1461   0.00000E+00  Y  91
 1462   0.00000E+00  Y  92
 1463   0.00000E+00  Y  93
 1464   0.00000E+00  Y  94
 1465   0.00000E+00  Y  95
 1466   0.00000E+00  Y  96
 1467   0.00000E+00  Y  97
 1468   0.00000E+00  Y  98
 1469   0.00000E+00  Y  99
 1470   0.00000E+00  Y 100
 1471   0.00000E+00  Y 101
 1472   0.00000E+00  Y 102
 1473   0.00000E+00  Y 103
 1474   0.00000E+00  Y 104
 1475   0.00000E+00  Y 105
 1476   0.00000E+00  Y 106
 1477   0.00000E+00  Y 107
 1478   0.00000E+00  Y 108
 1479   0.00000E+00  Y 109
 1480   0.00000E+00  Y 110
 1481   0.00000E+00  Y 111
 1482   0.00000E+00  Y 112
 1483   0.00000E+00  Y 113
 1484   0.00000E+00  Y 114
 1485   0.00000E+00  Y 115
 1486   0.00000E+00  Y 116
 1487   0.00000E+00  Y 117
 1488   0.00000E+00  Y 118
 1489   0.00000E+00  Y 119
 1490   0.00000E+00  Y 120
 1491   0.00000E+00  Y 121
 1492   0.00000E+00  Y 122
 1493   0.00000E+00  Y 123
 1494   0.00000E+00  Y 124
 1495   0.00000E+00  Y 125
 1496   0.00000E+00  Y 126
 1497   0.00000E+00  Y 127
 1498   0.00000E+00  Y 128
 1499   0.00000E+00  Y 129
 1500   0.00000E+00  Y 130
 1501   0.00000E+00  Y 131
 1502   0.00000E+00  Y 132
 1503   0.00000E+00  Y 133
 1504   0.00000E+00  Y 134
 1505   0.00000E+00  ZR 72
 1506   0.00000E+00  ZR 73
 1507   0.00000E+00  ZR 74
 1508   0.00000E+00  ZR 75
 1509   0.00000E+00  ZR 76
 1510   0.00000E+00  ZR 77
 1511   0.00000E+00  ZR 78
 1512   0.00000E+00  ZR 79
 1513   0.00000E+00  ZR 80
 1514   0.00000E+00  ZR 81
 1515   0.00000E+00  ZR 82
 1516   0.00000E+00  ZR 83
 1517   0.00000E+00  ZR 84
 1518   0.00000E+00  ZR 85
 1519   0.00000E+00  ZR 86
 1520   0.00000E+00  ZR 87
 1521   0.00000E+00  ZR 88
 1522   0.00000E+00  ZR 89
 1523   1.53436E-08  ZR 90
 1524   3.38402E-09  ZR 91
 1525   5.22677E-09  ZR 92
 1526   0.00000E+00  ZR 93
 1527   5.41328E-09  ZR 94
 1528   0.00000E+00  ZR 95
 1529   8.90342E-10  ZR 96
 1530   0.00000E+00  ZR 97
 1531   0.00000E+00  ZR 98
 1532   0.00000E+00  ZR 99
 1533   0.00000E+00  ZR100
 1534   0.00000E+00  ZR101
 1535   0.00000E+00  ZR102
 1536   0.00000E+00  ZR103
 1537   0.00000E+00  ZR104
 1538   0.00000E+00  ZR105
 1539   0.00000E+00  ZR106
 1540   0.00000E+00  ZR107
 1541   0.00000E+00  ZR108
 1542   0.00000E+00  ZR109
 1543   0.00000E+00  ZR110
 1544   0.00000E+00  ZR111
 1545   0.00000E+00  ZR112
 1546   0.00000E+00  ZR113
 1547   0.00000E+00  ZR114
 1548   0.00000E+00  ZR115
 1549   0.00000E+00  ZR116
 1550   0.00000E+00  ZR117
 1551   0.00000E+00  ZR118
 1552   0.00000E+00  ZR119
 1553   0.00000E+00  ZR120
 1554   0.00000E+00  ZR121
 1555   0.00000E+00  ZR122
 1556   0.00000E+00  ZR123
 1557   0.00000E+00  ZR124
 1558   0.00000E+00  ZR125
 1559   0.00000E+00  ZR126
 1560   0.00000E+00  ZR127
 1561   0.00000E+00  ZR128
 1562   0.00000E+00  ZR129
 1563   0.00000E+00  ZR130
 1564   0.00000E+00  ZR131
 1565   0.00000E+00  ZR132
 1566   0.00000E+00  ZR133
 1567   0.00000E+00  ZR134
 1568   0.00000E+00  ZR135
 1569   0.00000E+00  ZR136
 1570   0.00000E+00  ZR137
 1571   0.00000E+00  NB 74
 1572   0.00000E+00  NB 75
 1573   0.00000E+00  NB 76
 1574   0.00000E+00  NB 77
 1575   0.00000E+00  NB 78
 1576   0.00000E+00  NB 79
 1577   0.00000E+00  NB 80
 1578   0.00000E+00  NB 81
 1579   0.00000E+00  NB 82
 1580   0.00000E+00  NB 83
 1581   0.00000E+00  NB 84
 1582   0.00000E+00  NB 85
 1583   0.00000E+00  NB 86
 1584   0.00000E+00  NB 87
 1585   0.00000E+00  NB 88
 1586   0.00000E+00  NB 89
 1587   0.00000E+00  NB 90
 1588   0.00000E+00  NB 91
 1589   0.00000E+00  NB 92
 1590   1.90005E-09  NB 93
 1591   0.00000E+00  NB 94
 1592   0.00000E+00  NB 95
 1593   0.00000E+00  NB 96
 1594   0.00000E+00  NB 97
 1595   0.00000E+00  NB 98
 1596   0.00000E+00  NB 99
 1597   0.00000E+00  NB100
 1598   0.00000E+00  NB101
 1599   0.00000E+00  NB102
 1600   0.00000E+00  NB103
 1601   0.00000E+00  NB104
 1602   0.00000E+00  NB105
 1603   0.00000E+00  NB106
 1604   0.00000E+00  NB107
 1605   0.00000E+00  NB108
 1606   0.00000E+00  NB109
 1607   0.00000E+00  NB110
 1608   0.00000E+00  NB111
 1609   0.00000E+00  NB112
 1610   0.00000E+00  NB113
 1611   0.00000E+00  NB114
 1612   0.00000E+00  NB115
 1613   0.00000E+00  NB116
 1614   0.00000E+00  NB117
 1615   0.00000E+00  NB118
 1616   0.00000E+00  NB119
 1617   0.00000E+00  NB120
 1618   0.00000E+00  NB121
 1619   0.00000E+00  NB122
 1620   0.00000E+00  NB123
 1621   0.00000E+00  NB124
 1622   0.00000E+00  NB125
 1623   0.00000E+00  NB126
 1624   0.00000E+00  NB127
 1625   0.00000E+00  NB128
 1626   0.00000E+00  NB129
 1627   0.00000E+00  NB130
 1628   0.00000E+00  NB131
 1629   0.00000E+00  NB132
 1630   0.00000E+00  NB133
 1631   0.00000E+00  NB134
 1632   0.00000E+00  NB135
 1633   0.00000E+00  NB136
 1634   0.00000E+00  NB137
 1635   0.00000E+00  NB138
 1636   0.00000E+00  NB139
 1637   0.00000E+00  NB140
 1638   0.00000E+00  MO 77
 1639   0.00000E+00  MO 78
 1640   0.00000E+00  MO 79
 1641   0.00000E+00  MO 80
 1642   0.00000E+00  MO 81
 1643   0.00000E+00  MO 82
 1644   0.00000E+00  MO 83
 1645   0.00000E+00  MO 84
 1646   0.00000E+00  MO 85
 1647   0.00000E+00  MO 86
 1648   0.00000E+00  MO 87
 1649   0.00000E+00  MO 88
 1650   0.00000E+00  MO 89
 1651   0.00000E+00  MO 90
 1652   0.00000E+00  MO 91
 1653   1.01250E-09  MO 92
 1654   0.00000E+00  MO 93
 1655   6.44752E-10  MO 94
 1656   1.12190E-09  MO 95
 1657   1.18751E-09  MO 96
 1658   6.87527E-10  MO 97
 1659   1.75436E-09  MO 98
 1660   0.00000E+00  MO 99
 1661   7.14607E-10  MO100
 1662   0.00000E+00  MO101
 1663   0.00000E+00  MO102
 1664   0.00000E+00  MO103
 1665   0.00000E+00  MO104
 1666   0.00000E+00  MO105
 1667   0.00000E+00  MO106
 1668   0.00000E+00  MO107
 1669   0.00000E+00  MO108
 1670   0.00000E+00  MO109
 1671   0.00000E+00  MO110
 1672   0.00000E+00  MO111
 1673   0.00000E+00  MO112
 1674   0.00000E+00  MO113
 1675   0.00000E+00  MO114
 1676   0.00000E+00  MO115
 1677   0.00000E+00  MO116
 1678   0.00000E+00  MO117
 1679   0.00000E+00  MO118
 1680   0.00000E+00  MO119
 1681   0.00000E+00  MO120
 1682   0.00000E+00  MO121
 1683   0.00000E+00  MO122
 1684   0.00000E+00  MO123
 1685   0.00000E+00  MO124
 1686   0.00000E+00  MO125
 1687   0.00000E+00  MO126
 1688   0.00000E+00  MO127
 1689   0.00000E+00  MO128
 1690   0.00000E+00  MO129
 1691   0.00000E+00  MO130
 1692   0.00000E+00  MO131
 1693   0.00000E+00  MO132
 1694   0.00000E+00  MO133
 1695   0.00000E+00  MO134
 1696   0.00000E+00  MO135
 1697   0.00000E+00  MO136
 1698   0.00000E+00  MO137
 1699   0.00000E+00  MO138
 1700   0.00000E+00  MO139
 1701   0.00000E+00  MO140
 1702   0.00000E+00  MO141
 1703   0.00000E+00  MO142
 1704   0.00000E+00  MO143
 1705   0.00000E+00  MO144
 1706   0.00000E+00  TC 79
 1707   0.00000E+00  TC 80
 1708   0.00000E+00  TC 81
 1709   0.00000E+00  TC 82
 1710   0.00000E+00  TC 83
 1711   0.00000E+00  TC 84
 1712   0.00000E+00  TC 85
 1713   0.00000E+00  TC 86
 1714   0.00000E+00  TC 87
 1715   0.00000E+00  TC 88
 1716   0.00000E+00  TC 89
 1717   0.00000E+00  TC 90
 1718   0.00000E+00  TC 91
 1719   0.00000E+00  TC 92
 1720   0.00000E+00  TC 93
 1721   0.00000E+00  TC 94
 1722   0.00000E+00  TC 95
 1723   0.00000E+00  TC 96
 1724   0.00000E+00  TC 97
 1725   0.00000E+00  TC 98
 1726   0.00000E+00  TC 99
 1727   0.00000E+00  TC100
